Name	Start Date	Location	External URL
“2025 IEEE 2nd International Conference on Green Industrial Electronics and Sustainable Technologies”	10/11/2025	Jamshedpur, India	https://www.giest2025nitjsr.com
2025 4th International Joint Conference on Civil and Marine Engineering	10/9/2025	Harbin, China	http://www.jccme.org
2025,4th International Conference on Smart Generation Computing, Communication and Networking (SMARTGEN), Bali, Indonesia	10/10/2025	Bali, Indoesia	https://smartgencon.org/
ICDHS14 Cultures of Design - 14th International Conference on Design History and Studies, New Delhi 2025	10/10/2025	New Delhi, India	http://www.icdhs14.org
2nd Asian conference on Intelligent Technologies	10/10/2025	Kolar, India	https://acoit.in/index.php
International Conference on Emerging Technologies in Electronics and Green Energy- 2025	10/10/2025	Mysuru, India	https://iceteg.jssstuniv.in/
8th World Engineering Conference on Contemporary Technologies	10/10/2025	Rajpura, Punjab, India	https://chitkara.edu.in/wecon/
Advances in Business Management Conference	10/9/2025	Jaco Beach, Costa Rica	https://advancesinbusinessmanagement.org/
2nd The International Conference on Emerging Trends in Artificial intelligence & Smart Systems	10/10/2025	Jabalpur, India	https://theetas.in/
Kautz Conference on Business and Economics, Transforming Global Challenges into Opportunities 2025	10/8/2025	Győr, Hungary	https://kautzconference.sze.hu
8th International Conference on Polygeneration (ICP2025)	10/9/2025	Antalya, Turkey	https://www.polygeneration.net/
International Conference On Wireless Communications	10/10/2025	Mumbai, India	https://www.djsce-icwicom.com/
2025 Communication and Information Technologies (KIT)	10/8/2025	Vysoké Tatry, Slovakia	https://www.kitaos.sk/
IEEE Latin American Electron Devices Conference 2025	10/8/2025	Guadalajara, México	https://attend.ieee.org/laedc-2025
ANGELCONF2024	10/1/2023	redmond, USA	http://contoso.com
Ethical and Philosophical Issues in Medical Imaging 2025	10/10/2025	Daejeon, South Korea	https://sites.google.com/view/epimi/home
International Conference on Applied and Pure Sciences 2025	10/10/2025	Kelaniya, Sri Lanka	https://conf.kln.ac.lk/icaps/
LX Congreso Nacional y XI Internacional de Ciencias Biológicas	10/7/2025	Montería, Colombia	http://accbcongreso.org
2025 IEEE 6th KhPI Week on Advanced Technology	10/6/2025	Kharkiv, Ukraine	https://khpiweek.ieee.org.ua/
International Conference on Sustainable Innovation with Artificial Intelligence and Machine Learning 2025	9/10/2025	Pune, India	http://icsiaiml.vupune.ac.in
Plural Design 2025	10/7/2025	Joinville, Brazil	https://www.pluraldesignuniville.com.br
International Conference on Data Mining and Information Security (ICDMIS 2025)	10/7/2025	Kolkata, India	http://icdmis.ikrf.in/
SMART TECHNOLOGY & SUSTAINABILITY INTERNATIONAL CONFERENCE	10/5/2025	Kuantan, Pahang, Malaysia	https://stefest.polisas.edu.my/index.php/stsic
Conference on Technologies for Future Cities 2025	10/3/2025	Navi Mumbai, India	https://www.futurecities.mes.ac.in/
International Conference on Computing and Communication Networks (ICCCNet-2025)	10/2/2025	Manchester, United Kingdom	https://www.icccn.co.uk
5o Ibero-American seminar on computational thinking	10/1/2025	Barranquilla, Colombia	http://sipeco.org
International Conference on Applied Sciences and Engineering 2025	10/1/2025	Istanbul (Online), Türkiye	https://icase.iuc.edu.tr/
Project Management Developing Our Knowledge 2025	10/1/2025	Sydney, Australia	https://pmdok.com/2024/
The 2nd ADU International Conference on Education: Advancing Teaching Practices through AI	10/1/2025	Al Ain, UAE	https://www.adu.ac.ae/icedu
2nd International Conference on Innovations in Engineering, Science and Technology for Sustainable Development	10/1/2025	Male, Maldives	https://icest.mnu.edu.mv/
39th South Asian Languages Analysis Round Table	9/29/2025	Poznan, Poland	http://sala39.web.amu.edu.pl
Hybrid Intelligence (HI) New Research Initiatives for Human-AI Co-evolution and Learning 2025	9/30/2025	Oulu, Finland	https://sites.google.com/view/hi-nri-2024/
NATIONAL SYMPOSIUM IN TOURISM AND HOSPITALITY INDUSTRY 2024	9/28/2024	Terengganu, Malaysia	https://sites.google.com/pht.edu.my/nasthi24/home
2025 Asia Conference on Power Electronics Technology and Energy Engineering (PETEE 2025)	9/26/2025	Sanya, China	https://www.petee.net/
The 5th International Conference on Separation Technology 2025	9/27/2025	Putrajaya, Malaysia	https://research.utm.my/icost/
2025 9th International Symposium on Computer Science and Intelligent Control	9/26/2025	Hangzhou, China	http://www.iscsic.org
3rd International Conference on Cyber Warfare, Security & Space Computing	9/26/2025	Taganrog, Russia	https://spacsec.com/
MICCAI Satellite Events 2025	9/23/2025	Daejeon, South Korea	http://www.miccai.org/events/upcoming-conferences/
International Conference on Artificial Intelligence and Networking (ICAIN-2025)	9/26/2025	DELHI, INDIA	http://icain-conf.com
International Conference for Women in Innovation, Technology and Entrepreneurship(ICWITE 2025)	9/26/2025	Bengaluru, India	https://icwite-2025.ieeebangalore.org/
2025 International Symposium on Intelligent Manufacturing and Service Systems	9/25/2025	Duzce, Turkey	https://imss.sakarya.edu.tr/
International Conference on Advances in Green Computing	9/26/2025	Dehradun, India	https://icagc.in/
International Conference on Business Intelligence, Computational Mathematics, and Data Analytics	9/26/2025	Pune, India	https://engg.dypvp.edu.in/International-Conference-2025/Default.aspx
The Fourth Workshop on Applications of Medical Artificial Intelligence (AMAI)	9/23/2025	Daejeon, South Korea	https://sites.google.com/view/amai2025/home
Workshop on Digital Twin for Healthcare 2025	9/23/2025	Daejeon, Republic of Korea	https://digitaltwinforhealthcare.com/
6th International Conference on Frontiers in Computing and Systems	9/25/2025	Warsaw, Poland	https://comsysconf.org/2025
Medical Image Computing and Computer Assisted Intervention 2025	9/23/2025	Daejeon, Republic of Korea	https://conferences.miccai.org/2025/en/default.asp
The 31st International Symposium on Discharge and Electrical Insulation in Vacuum	9/21/2025	Chengdu, China	https://isdeiv2025.org/
29th European Conference on Advances in Databases and Information Systems	9/23/2025	Tampere, Finland	https://adbis2025.github.io/
2025 Innovations in Power and Advanced Computing Technologies	9/25/2025	Surabaya, Indonesia	https://vit.ac.in/ipact/
8th International Conference on Contemporary Computing and Informatics	9/24/2025	Gautam Buddh Nagar, India	https://amity.edu/ic3i2025/
28th International Symposium on Electronic Theses and Dissertations	9/25/2025	Virtual, USA	https://www.usetda.org/usetda-conferences/etd-2025-usetda-2025/call-for-proposals/
Discovery Science 25	9/22/2025	Ljubljana, Slovenia	https://ds2025.ijs.si/
2025 International Conference on Electrical Drives and Power Electronics (EDPE)	9/24/2025	Dubrovnik, Croatia	http://www.edpe2025.fer.hr
24th International Conference of the Biometrics Special Interest Group	9/25/2025	Darmstadt, Germany	https://biosig.de/
Future Energy Solutions 2025	9/24/2025	Cluj-Napoca, Romania	https://fes2025.com/important-dates/
10th Advances in Tourism Marketing Conference	9/24/2025	Heraklion, Greece	https://atmcconferences.wordpress.com/
International Workshop on Combinatorial Image Analysis 2025	9/24/2025	Szeged, Hungary	https://iwcia2025.inf.u-szeged.hu/
XVI Konferencja Prognozowanie w Elektroenergetyce PE'25	9/24/2025	Częstochowa, Poland	https://pe25.pl/pl/
29th International Conference on Theory and Practice of Digital Libraries	9/23/2025	Tampere, Finland	https://tpdl2025.github.io/
3rd International Conference on Modern Research in Aerospace Engineering	9/25/2025	Noida, India	https://amity.edu/aiae/MRAE2025/Default.aspx
The 24th International Conference on Intelligent Software Methodologies, Tools, and Techniques	9/22/2025	Kitakyushu, Japan	https://www.i-somet.org/somet2025/
NeuroAbility Symposium 2025	9/24/2025	Dunedin, New Zealand	https://www.op.ac.nz/about/events/neuroability-symposium-2025
Third International Conference on Innovative Computing and Cutting-edge Technologies	9/22/2025	Istanbul, Turkey	https://meacse.org/ICICCT/
The 21st International Conference in Computer Analysis of Images and Patterns	9/22/2025	Las Palmas de Gran Canaria, Spain	https://caip2025.com
Composite Sciences and Technology International Conference 2025	9/24/2025	Johor Bahru, Malaysia	https://mech.utm.my/comsat2025/
Clinical Translation of Medical Image Computing and Computer Assisted Interventions 2025	9/25/2025	Daejeon, Republic of Korea	https://conferences.miccai.org/2025/en/CLINICAL-DAY.html
The Libyan International Conference for Basic Medical Sciences and Biomedicine (LICBMSB)	9/23/2025	El-Beida / Libya, Libya	https://lsrss.com.ly/en/licbmsb1/
The 26th conference of the International Society for Music Information Retrieval	9/20/2025	Daejeon, Korea	https://ismir2025.ismir.net/
Learn X Design 2025 Intertwinia in Design Education	9/22/2025	Aveiro, Portugal	https://www.lxd2025.com
57th Inter-University Metrology Conference	9/22/2025	Poznań, Polska	https://mkm2025.put.poznan.pl/
The First National Conference on Information Technology and Intelligent Systems	9/23/2025	Batna, Algeria	https://conference.univ-batna2.dz/ncitis25
53rd Poznan Linguistic Meeting	9/21/2025	Poznań, Poland	http://wa.amu.edu.pl/plm/
4th Workshop on Digital Transformation of Education (2025)	9/24/2025	Kyiv, Ukraine	https://digitransfed.ztu.edu.ua/
27th IEEE International Workshop on Multimedia Signal Processing	9/21/2025	Beijing, China	https://attend.ieee.org/mmsp-2025/
Information Technology for Tourism and Culture Industries	9/23/2025	Tampere, Finland	https://sites.google.com/view/it4toci-2025
1st Workshop on Cooperative AI Models and Applications	9/23/2025	Tampere, Finland	https://events.dimes.unical.it/caima-2025/
FEHDA: Fairness Exploration in Heterogeneous Data and Algorithms	9/23/2025	Tampere, Finland	https://sites.google.com/view/fehda
The 1st MICCAI Workshop on Efficient Medical AI	9/22/2025	Daejeon, Republic of Korea	https://sites.google.com/view/ema4miccai2025
The 6th International Conference on Culture-oriented Science & Technology	9/19/2025	Dunhuang, China	http://www.iccst.org.cn/
2025 International Conference on Circuits, Systems, Communications, and Signal Processing (CSCSP 2025)	9/19/2025	Chengdu, China	https://www.cscsp.net/
2025 5th International Conference on Control Theory and Applications	9/19/2025	Chengdu, China	https://www.icocta.org/
Workshops for the 19th International Conference on Document Analysis and Recognition	9/19/2025	Wuhan, China	https://www.icdar2025.com
The 19th International Conference on Document Analysis and Recognition (ICDAR 2025)	9/16/2025	Wuhan, China	http://www.icdar2025.com
2nd Asia Pacific Conference on Innovation in Technology 2025	9/19/2025	Mysore , India	https://apcit.in/
Third International Conference on Industry 4.O	9/19/2025	Pune, India	https://www.vit.edu/I4Tech2025/
2nd International Conference on Vehicular Technology and Transportation System	9/19/2025	Bangalore, India	https://www.ieeevtsbangalore-icvtts2025.online/
International Conference on Intelligent Computing and Communication System	9/18/2025	Bengaluru, India	https://iccs2025.jssateb.ac.in/
Multi-Modal Mathematical Reasoning in Documents	9/20/2025	Wuhan, China	https://nlpr.ia.ac.cn/pal/Activities/M3RD.html
2025 International Conference on Urban Design and Planning	9/19/2025	Beijing, China	http://www.coudp.org
International Conference On Electrical And Electronics Engineering 2025	9/19/2025	Gorakhpur, India	http://mmmut.ac.in/ICE2025/index.html
International Conference on Computational Applied Sciences and it’s Applications	9/19/2025	Jaipur, India	https://iccasa2024.uem.edu.in/
International Conference on Advances in Applied Sciences and Technologies	2/10/2025	Dehradun, India	https://shivalikcollege.edu.in/conference-sep-2025/
The International Conference on Next-Generation Networks and Deployable Artificial Intelligence	9/18/2025	Prayagraj, India	https://www.ngndai.mnnit.ac.in/
SingHealth Duke-NUS Scientific Congress 2025	9/18/2025	Singapore, Singapore	https://www.singhealthdukenus.com.sg/SDC2025/Pages/Call-for-Abstracts.aspx
European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases 2025 - Journal Track	9/15/2025	Porto, Portugal	https://ecmlpkdd.org/2025/submissions-journal-track/
1st International Conference on Artificial Intelligence and Computing (ICAIC-2025)	9/18/2025	Jaipur, India	https://icaic.in/
2025 15th International Conference on Advanced Computer Information Technologies	9/17/2025	Šibenik, Croatia	http://acit.tech/
Luso-Brazilian Seminar on Childhood Education & Luso-Afro-Brazilian Congress on Childhood and Education	9/17/2025	Setúbal, Portugal	https://eventos.ese.ips.pt/slbei2025/
The 10th International Workshop on Computational Social Choice	9/17/2025	Vienna, Austria	https://www.ac.tuwien.ac.at/comsoc2025/
2025 12th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)	9/18/2025	Noida, India	https://amity.edu/aiit/icrito2025
IEEE International Conference on Compute, Control, Network & Photonics - 2025	9/18/2025	Bengaluru, India	http://www.icccnp2025.com/
XXI Workshop on Information Processing and Control - RPIC2025	9/17/2025	San Francisco (Córdoba), Argentina	https://www.rpic.com.ar/
